dataset,family,distribution,structure,variant,n_samples,n_features,seed,normalized,k,connected,n_components,largest_component_size,smallest_component_size,n_edges,reinforcement_vertex_count,anti_hub_count,cutoff_in_degree,candidate_tie_count,selected_from_ties_degree_only,selected_from_ties_score_tie_break,score_tie_candidate_count,build_seconds,connectivity_check_seconds
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,50,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,49,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,48,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,47,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,46,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,45,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,44,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,43,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,42,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,41,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,40,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,39,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,38,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,37,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,36,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,35,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,34,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,33,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,32,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,31,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,30,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,29,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,28,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,27,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,26,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,25,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,24,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,23,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,22,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,21,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,20,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,19,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,18,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,17,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,16,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,15,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,14,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,13,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,12,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,11,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,10,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,9,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
digits,real,real_builtin,real,approx_knn_only,1797,64,,True,8,True,1,1797,1797,89850,0,42,7,5,4,1,1,18.043495399993844,0.2027891160105355
