dataset,family,distribution,structure,variant,n_samples,n_features,seed,normalized,k,connected,n_components,largest_component_size,smallest_component_size,n_edges,reinforcement_vertex_count,anti_hub_count,cutoff_in_degree,candidate_tie_count,selected_from_ties_degree_only,selected_from_ties_score_tie_break,score_tie_candidate_count,build_seconds,connectivity_check_seconds
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,50,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,49,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,48,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,47,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,46,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,45,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,44,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,43,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,42,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,41,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,40,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,39,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
breast_cancer,real,real_builtin,real,approx_knn_only,569,30,,True,38,True,1,569,569,28450,0,23,7,6,4,1,1,17.564287109998986,0.07216958299977705
