dataset,family,distribution,structure,variant,n_samples,n_features,seed,normalized,k_min,k_max,n_k_values,connected_all_k,connected_rate,n_components,largest_component_size,smallest_component_size,n_edges,reinforcement_vertex_count,anti_hub_count,cutoff_in_degree,candidate_tie_count,selected_from_ties_degree_only,selected_from_ties_score_tie_break,score_tie_candidate_count,build_seconds,connectivity_check_seconds
poisson-separated-n5000-d128-seed42,synthetic,poisson,separated_clusters,approx_knn_only,5000,128,42,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,120,70,1,1,20.04198752999946,0.737834149000264
poisson-separated-n10000-d2-seed42,synthetic,poisson,separated_clusters,approx_knn_only,10000,2,42,False,2,50,49,False,0.0,12,1667,52,500000,0,100,12,18,3,1,1,18.261244787001488,1.1949269029992138
poisson-separated-n10000-d2-seed42,synthetic,poisson,separated_clusters,random_sqrt_clique,10000,2,42,False,2,50,49,False,0.0,4,9810,52,504950,100,100,12,18,3,1,1,18.261244787001488,1.213924780000525
poisson-separated-n10000-d2-seed42,synthetic,poisson,separated_clusters,score_sg_antihub,10000,2,42,False,2,50,49,False,0.0,5,9675,54,504950,100,100,12,18,3,1,1,18.261244787001488,1.2215597489994252
poisson-separated-n10000-d10-seed42,synthetic,poisson,separated_clusters,approx_knn_only,10000,10,42,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,3,51,9,1,1,21.035452513000564,1.39586374099963
poisson-separated-n10000-d32-seed42,synthetic,poisson,separated_clusters,approx_knn_only,10000,32,42,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,109,100,1,1,20.68525472600049,1.4596494139987044
poisson-separated-n10000-d64-seed42,synthetic,poisson,separated_clusters,approx_knn_only,10000,64,42,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,227,100,1,1,21.10546702100146,1.42753057399932
poisson-separated-n10000-d128-seed42,synthetic,poisson,separated_clusters,approx_knn_only,10000,128,42,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,343,100,1,1,21.63351552899985,1.4499626249998985
poisson-separated-n25000-d2-seed42,synthetic,poisson,separated_clusters,approx_knn_only,25000,2,42,False,2,50,49,False,0.0,147,2284,51,1250000,0,158,0,2531,158,6,24,22.274372887000936,3.5746460179998394
poisson-separated-n25000-d2-seed42,synthetic,poisson,separated_clusters,random_sqrt_clique,25000,2,42,False,2,50,49,False,0.0,81,18382,51,1262403,158,158,0,2531,158,6,24,22.274372887000936,3.552863541999613
poisson-separated-n25000-d2-seed42,synthetic,poisson,separated_clusters,score_sg_antihub,25000,2,42,False,2,50,49,False,0.0,117,4272,51,1262403,158,158,0,2531,158,6,24,22.274372887000936,3.5309960300000967
poisson-separated-n25000-d10-seed42,synthetic,poisson,separated_clusters,approx_knn_only,25000,10,42,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,2,104,64,1,1,24.347093432999827,3.599398624999594
poisson-separated-n25000-d32-seed42,synthetic,poisson,separated_clusters,approx_knn_only,25000,32,42,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,327,158,1,1,24.14702660400144,3.576324391000526
poisson-separated-n25000-d64-seed42,synthetic,poisson,separated_clusters,approx_knn_only,25000,64,42,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,776,158,1,1,25.34844495499965,3.437586182999439
poisson-separated-n25000-d128-seed42,synthetic,poisson,separated_clusters,approx_knn_only,25000,128,42,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,1366,158,1,1,26.8193938050008,3.8404907019994425
poisson-separated-n50000-d2-seed42,synthetic,poisson,separated_clusters,approx_knn_only,50000,2,42,False,2,50,49,False,0.0,307,2840,51,2500000,0,223,0,14649,223,11,22,25.201588028001424,7.156174383999314
poisson-separated-n50000-d2-seed42,synthetic,poisson,separated_clusters,random_sqrt_clique,50000,2,42,False,2,50,49,False,0.0,197,28697,53,2524753,223,223,0,14649,223,11,22,25.201588028001424,6.990729265000482
poisson-separated-n50000-d2-seed42,synthetic,poisson,separated_clusters,score_sg_antihub,50000,2,42,False,2,50,49,False,0.0,267,11289,51,2524753,223,223,0,14649,223,11,22,25.201588028001424,7.167227502999594
poisson-separated-n50000-d10-seed42,synthetic,poisson,separated_clusters,approx_knn_only,50000,10,42,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,2,157,51,1,1,30.498464411000896,7.343688066999675
poisson-separated-n50000-d32-seed42,synthetic,poisson,separated_clusters,approx_knn_only,50000,32,42,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,746,223,1,1,30.608203656000114,6.845570411000153
poisson-separated-n50000-d64-seed42,synthetic,poisson,separated_clusters,approx_knn_only,50000,64,42,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,1949,223,1,1,32.60141198800011,6.997969932999695
poisson-separated-n50000-d128-seed42,synthetic,poisson,separated_clusters,approx_knn_only,50000,128,42,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,3463,223,1,1,36.48639209999965,7.130550415999096
poisson-separated-n100000-d2-seed42,synthetic,poisson,separated_clusters,approx_knn_only,100000,2,42,False,2,50,49,False,0.0,687,2557,51,5000000,0,316,0,46160,316,87,88,30.392733464999765,14.711882069999774
poisson-separated-n100000-d2-seed42,synthetic,poisson,separated_clusters,random_sqrt_clique,100000,2,42,False,2,50,49,False,0.0,469,45567,51,5049770,316,316,0,46160,316,87,88,30.392733464999765,14.982048576001034
poisson-separated-n100000-d2-seed42,synthetic,poisson,separated_clusters,score_sg_antihub,100000,2,42,False,2,50,49,False,0.0,635,11561,51,5049770,316,316,0,46160,316,87,88,30.392733464999765,14.74152900700028
poisson-separated-n100000-d10-seed42,synthetic,poisson,separated_clusters,approx_knn_only,100000,10,42,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,2,302,31,1,1,42.3240313339993,14.325176723999904
poisson-separated-n100000-d32-seed42,synthetic,poisson,separated_clusters,approx_knn_only,100000,32,42,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,1608,316,1,1,44.550575333998495,14.245724743999745
poisson-separated-n100000-d64-seed42,synthetic,poisson,separated_clusters,approx_knn_only,100000,64,42,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,4525,316,1,1,49.49273426999935,14.600280499000291
poisson-separated-n100000-d128-seed42,synthetic,poisson,separated_clusters,approx_knn_only,100000,128,42,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,8537,316,1,1,57.82959840900003,14.604215733999808
poisson-separated-n200000-d2-seed42,synthetic,poisson,separated_clusters,approx_knn_only,200000,2,42,False,2,50,49,False,0.0,1285,2548,51,10000000,0,447,0,105531,447,71,80,41.58961192100105,29.14572614899953
poisson-separated-n200000-d2-seed42,synthetic,poisson,separated_clusters,random_sqrt_clique,200000,2,42,False,2,50,49,False,0.0,931,75319,51,10099681,447,447,0,105531,447,71,80,41.58961192100105,29.71069757499936
poisson-separated-n200000-d2-seed42,synthetic,poisson,separated_clusters,score_sg_antihub,200000,2,42,False,2,50,49,False,0.0,1198,15558,51,10099681,447,447,0,105531,447,71,80,41.58961192100105,29.774571508000008
poisson-separated-n200000-d10-seed42,synthetic,poisson,separated_clusters,approx_knn_only,200000,10,42,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,1,320,311,1,1,66.20478716300022,29.615853784000137
poisson-separated-n200000-d32-seed42,synthetic,poisson,separated_clusters,approx_knn_only,200000,32,42,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,3470,447,2,2,75.83222212300097,28.97612081399893
poisson-separated-n200000-d64-seed42,synthetic,poisson,separated_clusters,approx_knn_only,200000,64,42,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,9924,447,1,1,87.42890588900082,29.42772357800095
poisson-separated-n200000-d128-seed42,synthetic,poisson,separated_clusters,approx_knn_only,200000,128,42,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,20416,447,1,1,105.0186124869997,29.32285246399988
poisson-separated-n500000-d2-seed42,synthetic,poisson,separated_clusters,approx_knn_only,500000,2,42,False,2,50,49,False,0.0,3008,2600,51,25000000,0,707,0,299981,707,124,140,59.33841496799869,74.90630659999988
poisson-separated-n500000-d2-seed42,synthetic,poisson,separated_clusters,random_sqrt_clique,500000,2,42,False,2,50,49,False,0.0,2416,135323,51,25249571,707,707,0,299981,707,124,140,59.33841496799869,74.19101610600046
poisson-separated-n500000-d2-seed42,synthetic,poisson,separated_clusters,score_sg_antihub,500000,2,42,False,2,50,49,False,0.0,2886,32713,51,25249571,707,707,0,299981,707,124,140,59.33841496799869,75.05648950899922
poisson-separated-n500000-d10-seed42,synthetic,poisson,separated_clusters,approx_knn_only,500000,10,42,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,1,608,452,3,3,138.46888205700088,72.48959256799935
poisson-separated-n500000-d32-seed42,synthetic,poisson,separated_clusters,approx_knn_only,500000,32,42,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,0,8779,707,2,2,172.37471293999988,71.13758055799917
poisson-separated-n500000-d64-seed42,synthetic,poisson,separated_clusters,approx_knn_only,500000,64,42,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,0,28322,707,1,1,218.92674396199985,72.36029284399956
poisson-separated-n500000-d128-seed42,synthetic,poisson,separated_clusters,approx_knn_only,500000,128,42,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,0,65316,707,2,3,262.12885870900027,71.58826390099966
poisson-separated-n1000000-d2-seed42,synthetic,poisson,separated_clusters,approx_knn_only,1000000,2,42,False,2,50,49,False,0.0,5774,3978,51,50000000,0,1000,0,638679,1000,2,27,100.27564511699892,151.35190229599905
poisson-separated-n1000000-d2-seed42,synthetic,poisson,separated_clusters,random_sqrt_clique,1000000,2,42,False,2,50,49,False,0.0,4913,222392,51,50499500,1000,1000,0,638679,1000,2,27,100.27564511699892,148.36240063900004
poisson-separated-n1000000-d2-seed42,synthetic,poisson,separated_clusters,score_sg_antihub,1000000,2,42,False,2,50,49,False,0.0,5618,56080,51,50499500,1000,1000,0,638679,1000,2,27,100.27564511699892,148.0132126059998
