n_features,selected_from_ties_degree_only,selected_from_ties_score_tie_break,candidate_tie_count
2,15.722222222222221,3.7962962962962963,342.9259259259259
10,22.185185185185187,2.7962962962962963,112.62962962962963
32,46.03703703703704,1.037037037037037,97.38888888888889
64,60.18518518518518,1.0185185185185186,238.75925925925927
