benchmark_group,dataset,family,distribution,structure,n_samples,n_features,method,method_key,k_values,successful_k_values,failed_k_values,mean_ari_vs_hdbscan_generic,min_ari_vs_hdbscan_generic,mean_ari_vs_true,min_ari_vs_true,mean_hai,min_hai,mean_total_seconds,cumulative_workflow_seconds,mean_n_clusters_found
runtime,runtime-blobs-n5000-d20-c10-seed42,synthetic,gaussian_blobs,separated_clusters,5000,20,HDBSCAN,hdbscan_generic,49,49,0,1.0,1.0,1.0,1.0,1.0,1.0,1.8313418678376272,89.73575152404374,10.0
runtime,runtime-blobs-n5000-d20-c10-seed42,synthetic,gaussian_blobs,separated_clusters,5000,20,Optimized HDBSCAN,optimized_hdbscan,49,49,0,1.0,1.0,1.0,1.0,0.9999998268512652,0.99999877888,0.7267515425961132,35.61082558720955,10.0
runtime,runtime-blobs-n5000-d20-c10-seed42,synthetic,gaussian_blobs,separated_clusters,5000,20,ScoreSG,score_sg,49,49,0,1.0,1.0,1.0,1.0,0.8359998735340407,0.8359989772159999,18.665847176352127,33.436625881062355,10.0
runtime,runtime-blobs-n5000-d20-c10-seed42,synthetic,gaussian_blobs,separated_clusters,5000,20,ScoreSG Random,score_sg_random,49,49,0,1.0,1.0,1.0,1.0,0.8999998735340411,0.8999989772160003,1.3454459308348454,16.08587061011349,10.0
