dataset,family,distribution,structure,variant,n_samples,n_features,seed,normalized,k_min,k_max,n_k_values,connected_all_k,connected_rate,n_components,largest_component_size,smallest_component_size,n_edges,reinforcement_vertex_count,anti_hub_count,cutoff_in_degree,candidate_tie_count,selected_from_ties_degree_only,selected_from_ties_score_tie_break,score_tie_candidate_count,build_seconds,connectivity_check_seconds
poisson-separated-n1000000-d2-seed42,synthetic,poisson,separated_clusters,approx_knn_only,1000000,2,42.0,False,2,50,49,False,0.0,5724,4290,51,50000000,0,1000,0,638639,1000,69,133,79.0126748870025,135.83008397899903
poisson-separated-n1000000-d2-seed42,synthetic,poisson,separated_clusters,random_sqrt_clique,1000000,2,42.0,False,2,50,49,False,0.0,4857,217143,51,50499500,1000,1000,0,638639,1000,69,133,79.0126748870025,136.05951967700094
poisson-separated-n1000000-d2-seed42,synthetic,poisson,separated_clusters,score_sg_antihub,1000000,2,42.0,False,2,50,49,False,0.0,5547,73260,51,50499500,1000,1000,0,638639,1000,69,133,79.0126748870025,135.56968240900096
poisson-separated-n1000000-d10-seed42,synthetic,poisson,separated_clusters,approx_knn_only,1000000,10,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,1,919,569,3,3,245.01389543099867,131.6513292799973
poisson-separated-n1000000-d32-seed42,synthetic,poisson,separated_clusters,approx_knn_only,1000000,32,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,17450,1000,1,5,338.5638374150003,129.71604048399968
poisson-separated-n1000000-d64-seed42,synthetic,poisson,separated_clusters,approx_knn_only,1000000,64,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,61979,1000,3,4,443.9215693430015,132.7742252149983
poisson-separated-n1000000-d128-seed42,synthetic,poisson,separated_clusters,approx_knn_only,1000000,128,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,154957,1000,1,1,507.7406420679981,134.08255402299983
chi_square-separated-n1000-d2-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000,2,42.0,False,2,50,49,False,0.0,4,499,167,50000,0,31,9,6,6,1,1,0.3314579620018776,0.1124915399996098
chi_square-separated-n1000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000,10,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,4,4,4,1,1,0.3554754489996412,0.1137827659986214
chi_square-separated-n1000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000,32,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,1,21,17,1,1,0.3542184059988358,0.1292695880001702
chi_square-separated-n1000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000,64,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,1,31,1,1,1,0.3543785080000816,0.1185563510007341
chi_square-separated-n1000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000,128,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,0,38,31,1,1,0.3797368630002893,0.1275010050012497
chi_square-separated-n5000-d2-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,5000,2,42.0,False,2,50,49,False,0.0,2,2501,2499,250000,0,70,17,9,8,2,2,1.124592150998069,0.5885679759994673
chi_square-separated-n5000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,5000,10,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,4,32,14,1,1,1.212507750999066,0.7160297419977724
chi_square-separated-n5000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,5000,32,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,1,77,8,1,1,1.1362688439985504,0.6319317819979915
chi_square-separated-n5000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,5000,64,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,207,70,1,1,1.27440657400075,0.6377109909990395
chi_square-separated-n5000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,5000,128,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,478,70,1,1,1.3643008819999525,0.6195246249990305
chi_square-separated-n10000-d2-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,10000,2,42.0,False,2,50,49,False,0.0,4,3334,1666,500000,0,100,17,11,11,1,1,2.1436488309991546,1.1574882109998723
chi_square-separated-n10000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,10000,10,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,4,39,19,1,1,2.320472212999448,1.1985282440000449
chi_square-separated-n10000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,10000,32,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,131,100,1,1,2.3191058020020137,1.1689653130015358
chi_square-separated-n10000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,10000,64,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,450,100,1,1,2.384195192000334,1.191995973000303
chi_square-separated-n10000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,10000,128,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,1015,100,1,1,2.660345333002624,1.1581958589995338
chi_square-separated-n25000-d2-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,25000,2,42.0,False,2,50,49,False,0.0,3,12500,4167,1250000,0,158,23,16,1,1,1,5.08550986499904,2.870092097997258
chi_square-separated-n25000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,25000,10,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,4,70,24,1,1,5.618641736000427,3.09836913899926
chi_square-separated-n25000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,25000,32,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,300,158,1,1,5.65060680699753,3.034073704999173
chi_square-separated-n25000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,25000,64,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,1127,158,1,2,6.041348697999638,3.0208256320001965
chi_square-separated-n25000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,25000,128,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,2975,158,2,2,7.307273037000414,2.958118898000976
chi_square-separated-n50000-d2-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,50000,2,42.0,False,2,50,49,False,0.0,2,33334,16666,2500000,0,223,24,29,19,1,1,9.918821551000292,6.2201288110009045
chi_square-separated-n50000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,50000,10,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,4,93,6,1,1,11.138925526000094,6.24849291099963
chi_square-separated-n50000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,50000,32,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,530,223,1,1,11.856691487999342,6.304316345998814
chi_square-separated-n50000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,50000,64,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,2166,223,1,1,13.25457826300044,5.956704698000976
chi_square-separated-n50000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,50000,128,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,6139,223,2,2,16.013368051000725,6.214747926002019
chi_square-separated-n100000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,100000,10,42.0,False,2,50,49,False,0.0,5,33334,16666,5000000,0,316,3,131,126,1,1,22.70791283799917,12.42236263200175
chi_square-separated-n100000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,100000,32,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,964,316,2,2,27.032433718999528,13.126322431999142
chi_square-separated-n100000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,100000,64,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,4245,316,1,1,28.884485934999248,12.403300835001572
chi_square-separated-n100000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,100000,128,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,13022,316,1,1,35.906260684998415,12.30345830499573
chi_square-separated-n200000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,200000,10,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,3,192,191,1,1,45.1836142079992,26.46455738700024
chi_square-separated-n200000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,200000,32,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,1745,447,1,1,53.92706191900652,24.597096691002665
chi_square-separated-n200000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,200000,64,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,8646,447,1,2,62.80647461100307,25.50023776099988
chi_square-separated-n200000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,200000,128,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,27022,447,1,1,78.91364273599902,25.653267457004404
chi_square-separated-n500000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,500000,10,42.0,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,4,383,15,1,1,121.09013614399736,65.01013718700415
chi_square-separated-n500000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,500000,32,42.0,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,0,3619,707,3,3,143.11538767499587,65.45780086299783
chi_square-separated-n500000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,500000,64,42.0,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,0,20657,707,2,2,179.67586260800454,65.23012641799869
chi_square-separated-n500000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,500000,128,42.0,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,0,69966,707,2,2,226.11504334799972,66.269239690002
chi_square-separated-n1000000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000000,10,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,3,437,435,1,1,246.1145798639991,137.68326752499706
chi_square-separated-n1000000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000000,32,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,6420,1000,5,5,318.98440634399594,130.15110137699958
chi_square-separated-n1000000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000000,64,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,40133,1000,4,5,389.12146572599886,132.62536222700146
chi_square-separated-n1000000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000000,128,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,145524,1000,2,2,500.2495285820041,132.30620646199532
gamma-separated-n1000-d2-seed42,synthetic,gamma,separated_clusters,approx_knn_only,1000,2,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,10,5,3,1,1,0.3349511889973655,0.1360501410017605
gamma-separated-n1000-d10-seed42,synthetic,gamma,separated_clusters,approx_knn_only,1000,10,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,5,9,6,1,1,0.3374895169981755,0.1321138929997687
gamma-separated-n1000-d32-seed42,synthetic,gamma,separated_clusters,approx_knn_only,1000,32,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,2,12,5,1,1,0.3829466630049865,0.1194643580020056
gamma-separated-n1000-d64-seed42,synthetic,gamma,separated_clusters,approx_knn_only,1000,64,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,1,20,15,1,1,0.34302930800186,0.1236598020041128
gamma-separated-n1000-d128-seed42,synthetic,gamma,separated_clusters,approx_knn_only,1000,128,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,0,31,31,1,1,0.3662049199992907,0.1149650250008562
gamma-separated-n5000-d2-seed42,synthetic,gamma,separated_clusters,approx_knn_only,5000,2,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,15,6,1,1,1,1.0989325310001732,0.65496146499936
gamma-separated-n5000-d10-seed42,synthetic,gamma,separated_clusters,approx_knn_only,5000,10,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,4,30,7,1,1,1.1508917800019844,0.6299778390020947
gamma-separated-n5000-d32-seed42,synthetic,gamma,separated_clusters,approx_knn_only,5000,32,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,1,83,7,1,1,1.1068301609993796,0.6318744890013477
gamma-separated-n5000-d64-seed42,synthetic,gamma,separated_clusters,approx_knn_only,5000,64,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,190,70,1,1,1.341741850003018,0.6960711630017613
gamma-separated-n5000-d128-seed42,synthetic,gamma,separated_clusters,approx_knn_only,5000,128,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,364,70,1,1,1.296174470000551,0.6075151319964789
gamma-separated-n10000-d2-seed42,synthetic,gamma,separated_clusters,approx_knn_only,10000,2,42.0,False,2,50,49,False,0.0,5,3333,1666,500000,0,100,18,14,4,1,1,2.140451655999641,1.2264110010000877
gamma-separated-n10000-d10-seed42,synthetic,gamma,separated_clusters,approx_knn_only,10000,10,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,3,35,30,1,1,2.2523219240028998,1.178718100003607
gamma-separated-n10000-d32-seed42,synthetic,gamma,separated_clusters,approx_knn_only,10000,32,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,138,100,1,1,2.2656539710005745,1.12272193699755
gamma-separated-n10000-d64-seed42,synthetic,gamma,separated_clusters,approx_knn_only,10000,64,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,415,100,1,1,2.313883572998748,1.114122792998387
gamma-separated-n10000-d128-seed42,synthetic,gamma,separated_clusters,approx_knn_only,10000,128,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,882,100,1,1,2.606539022999641,1.1093427020023228
gamma-separated-n25000-d2-seed42,synthetic,gamma,separated_clusters,approx_knn_only,25000,2,42.0,False,2,50,49,False,0.0,5,8333,4166,1250000,0,158,19,28,1,1,1,4.97033976700186,2.95045346400002
gamma-separated-n25000-d10-seed42,synthetic,gamma,separated_clusters,approx_knn_only,25000,10,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,3,69,45,1,1,5.390564283996355,2.94951359800325
gamma-separated-n25000-d32-seed42,synthetic,gamma,separated_clusters,approx_knn_only,25000,32,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,322,158,1,1,5.4345172040048055,2.9555523050003103
gamma-separated-n25000-d64-seed42,synthetic,gamma,separated_clusters,approx_knn_only,25000,64,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,1068,158,1,1,5.952930211999046,2.90379166600178
gamma-separated-n25000-d128-seed42,synthetic,gamma,separated_clusters,approx_knn_only,25000,128,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,2530,158,1,1,6.716998703996069,2.857450529001653
gamma-separated-n50000-d2-seed42,synthetic,gamma,separated_clusters,approx_knn_only,50000,2,42.0,False,2,50,49,False,0.0,5,16667,8333,2500000,0,223,19,44,27,1,1,10.051672242996574,6.361534236995794
gamma-separated-n50000-d10-seed42,synthetic,gamma,separated_clusters,approx_knn_only,50000,10,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,3,102,57,1,1,10.762807551996955,6.159807730997272
gamma-separated-n50000-d32-seed42,synthetic,gamma,separated_clusters,approx_knn_only,50000,32,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,607,223,1,1,11.278722671995638,6.110572473000502
gamma-separated-n50000-d64-seed42,synthetic,gamma,separated_clusters,approx_knn_only,50000,64,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,2251,223,1,1,12.561251152998013,6.122481751997839
gamma-separated-n50000-d128-seed42,synthetic,gamma,separated_clusters,approx_knn_only,50000,128,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,5849,223,1,1,14.96555389599962,5.947480387003452
gamma-separated-n100000-d2-seed42,synthetic,gamma,separated_clusters,approx_knn_only,100000,2,42.0,False,2,50,49,False,0.0,4,33334,16667,5000000,0,316,20,62,13,1,1,20.24081339599797,12.6739064650028
gamma-separated-n100000-d10-seed42,synthetic,gamma,separated_clusters,approx_knn_only,100000,10,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,3,144,67,1,1,23.59738072500477,12.549498553002197
gamma-separated-n100000-d32-seed42,synthetic,gamma,separated_clusters,approx_knn_only,100000,32,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,1040,316,1,2,25.44022674000007,13.256366960995363
gamma-separated-n100000-d64-seed42,synthetic,gamma,separated_clusters,approx_knn_only,100000,64,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,4641,316,1,1,29.212167213998327,12.881001440997352
gamma-separated-n100000-d128-seed42,synthetic,gamma,separated_clusters,approx_knn_only,100000,128,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,12542,316,1,1,35.10346958300215,12.921971005001978
gamma-separated-n200000-d2-seed42,synthetic,gamma,separated_clusters,approx_knn_only,200000,2,42.0,False,2,50,49,False,0.0,2,100001,99999,10000000,0,447,20,80,57,1,1,41.27518449299532,26.172208812000463
gamma-separated-n200000-d10-seed42,synthetic,gamma,separated_clusters,approx_knn_only,200000,10,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,3,256,119,1,1,47.57570345199929,24.790325406000196
gamma-separated-n200000-d32-seed42,synthetic,gamma,separated_clusters,approx_knn_only,200000,32,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,2022,447,3,3,53.8265866110014,25.772217378995265
gamma-separated-n200000-d64-seed42,synthetic,gamma,separated_clusters,approx_knn_only,200000,64,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,9194,447,1,2,65.57369443299831,26.110498326997917
gamma-separated-n200000-d128-seed42,synthetic,gamma,separated_clusters,approx_knn_only,200000,128,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,27031,447,1,2,79.19302709099429,27.287572763001663
gamma-separated-n500000-d10-seed42,synthetic,gamma,separated_clusters,approx_knn_only,500000,10,42.0,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,3,356,204,2,2,119.13995663000242,68.9536723650017
gamma-separated-n500000-d32-seed42,synthetic,gamma,separated_clusters,approx_knn_only,500000,32,42.0,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,0,4474,707,2,6,150.87023482000222,63.95401278799545
gamma-separated-n500000-d64-seed42,synthetic,gamma,separated_clusters,approx_knn_only,500000,64,42.0,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,0,23075,707,1,1,188.85285965499497,63.65691126399906
gamma-separated-n500000-d128-seed42,synthetic,gamma,separated_clusters,approx_knn_only,500000,128,42.0,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,0,73999,707,1,1,233.2755606799983,65.87942977499915
gamma-separated-n1000000-d10-seed42,synthetic,gamma,separated_clusters,approx_knn_only,1000000,10,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,3,540,295,1,2,242.40554355300264,133.75212750799983
gamma-separated-n1000000-d32-seed42,synthetic,gamma,separated_clusters,approx_knn_only,1000000,32,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,8024,1000,1,2,316.98449892200006,132.74625517400273
gamma-separated-n1000000-d64-seed42,synthetic,gamma,separated_clusters,approx_knn_only,1000000,64,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,45711,1000,1,2,407.8575158459935,136.10854480999842
gamma-separated-n1000000-d128-seed42,synthetic,gamma,separated_clusters,approx_knn_only,1000000,128,42.0,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,157941,1000,1,1,516.7042155579984,126.58754439999755
beta-separated-n1000-d2-seed42,synthetic,beta,separated_clusters,approx_knn_only,1000,2,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,13,7,7,1,1,0.328039946994977,0.1242736800049897
beta-separated-n1000-d10-seed42,synthetic,beta,separated_clusters,approx_knn_only,1000,10,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,9,6,5,1,1,0.3297472240010393,0.1181916559944511
beta-separated-n1000-d32-seed42,synthetic,beta,separated_clusters,approx_knn_only,1000,32,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,6,10,5,1,1,0.3308625839999877,0.127653907999047
beta-separated-n1000-d64-seed42,synthetic,beta,separated_clusters,approx_knn_only,1000,64,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,6,7,4,1,1,0.3279178890006733,0.1203801759984344
beta-separated-n1000-d128-seed42,synthetic,beta,separated_clusters,approx_knn_only,1000,128,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,4,13,11,1,1,0.3552005540041136,0.1208449769983417
beta-separated-n5000-d2-seed42,synthetic,beta,separated_clusters,approx_knn_only,5000,2,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,17,15,2,1,2,1.0903949810017366,0.6768100009940099
beta-separated-n5000-d10-seed42,synthetic,beta,separated_clusters,approx_knn_only,5000,10,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,6,31,9,1,1,1.077874545000668,0.6360722829995211
beta-separated-n5000-d32-seed42,synthetic,beta,separated_clusters,approx_knn_only,5000,32,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,2,42,17,1,1,1.033691937002004,0.6610937360019307
beta-separated-n5000-d64-seed42,synthetic,beta,separated_clusters,approx_knn_only,5000,64,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,1,64,22,1,1,1.1275343949964736,0.6221656409979914
beta-separated-n5000-d128-seed42,synthetic,beta,separated_clusters,approx_knn_only,5000,128,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,74,70,1,1,1.22215169500123,0.6423794700021972
beta-separated-n10000-d2-seed42,synthetic,beta,separated_clusters,approx_knn_only,10000,2,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,17,15,12,1,1,2.1482504189989413,1.1290479480012436
beta-separated-n10000-d10-seed42,synthetic,beta,separated_clusters,approx_knn_only,10000,10,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,4,46,44,1,1,2.1541435010003624,1.1070808099975693
beta-separated-n10000-d32-seed42,synthetic,beta,separated_clusters,approx_knn_only,10000,32,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,1,78,44,1,1,2.1464807439988363,1.2350829089991748
beta-separated-n10000-d64-seed42,synthetic,beta,separated_clusters,approx_knn_only,10000,64,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,126,100,1,1,2.226298231005785,1.2246689580060774
beta-separated-n10000-d128-seed42,synthetic,beta,separated_clusters,approx_knn_only,10000,128,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,226,100,1,1,2.547457321001275,1.1487954689946491
beta-separated-n25000-d2-seed42,synthetic,beta,separated_clusters,approx_knn_only,25000,2,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,18,35,29,1,1,4.998946488994989,2.910622928997327
beta-separated-n25000-d10-seed42,synthetic,beta,separated_clusters,approx_knn_only,25000,10,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,4,90,21,1,1,5.096275068004616,2.909509156997956
beta-separated-n25000-d32-seed42,synthetic,beta,separated_clusters,approx_knn_only,25000,32,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,1,294,14,1,1,5.299442622002971,2.914763892003976
beta-separated-n25000-d64-seed42,synthetic,beta,separated_clusters,approx_knn_only,25000,64,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,459,158,2,2,6.137814531997719,3.221875422001176
beta-separated-n25000-d128-seed42,synthetic,beta,separated_clusters,approx_knn_only,25000,128,42.0,False,2,50,49,False,0.0,6,4167,4166,1250000,0,158,0,857,158,1,1,6.8447298139944905,2.979835209000157
beta-separated-n50000-d2-seed42,synthetic,beta,separated_clusters,approx_knn_only,50000,2,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,19,38,23,1,1,9.898361236999335,6.356375902003492
beta-separated-n50000-d10-seed42,synthetic,beta,separated_clusters,approx_knn_only,50000,10,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,3,99,89,1,1,10.310344216995873,6.013283447005961
beta-separated-n50000-d32-seed42,synthetic,beta,separated_clusters,approx_knn_only,50000,32,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,364,223,1,1,11.418183936999412,6.049000734994479
beta-separated-n50000-d64-seed42,synthetic,beta,separated_clusters,approx_knn_only,50000,64,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,1146,223,2,2,13.228262996999549,6.086502689999179
beta-separated-n50000-d128-seed42,synthetic,beta,separated_clusters,approx_knn_only,50000,128,42.0,False,2,50,49,False,0.0,6,8334,8333,2500000,0,223,0,2259,223,1,1,15.67912547099695,6.554632485000184
beta-separated-n100000-d2-seed42,synthetic,beta,separated_clusters,approx_knn_only,100000,2,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,20,67,9,1,1,20.232215891999655,12.99658498899953
beta-separated-n100000-d10-seed42,synthetic,beta,separated_clusters,approx_knn_only,100000,10,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,3,168,111,1,1,22.66392211600032,12.520037453999976
beta-separated-n100000-d32-seed42,synthetic,beta,separated_clusters,approx_knn_only,100000,32,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,797,316,2,2,24.81432024199603,12.481233940001404
beta-separated-n100000-d64-seed42,synthetic,beta,separated_clusters,approx_knn_only,100000,64,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,2738,316,1,1,28.262996660996578,12.47433611300221
beta-separated-n100000-d128-seed42,synthetic,beta,separated_clusters,approx_knn_only,100000,128,42.0,False,2,50,49,False,0.0,6,16667,16666,5000000,0,316,0,5615,316,1,1,36.23669801300275,12.234508788998935
beta-separated-n200000-d2-seed42,synthetic,beta,separated_clusters,approx_knn_only,200000,2,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,20,72,33,1,1,40.82287146399904,26.85672662500292
beta-separated-n200000-d10-seed42,synthetic,beta,separated_clusters,approx_knn_only,200000,10,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,3,317,76,1,1,48.694453340998734,26.632884943996032
beta-separated-n200000-d32-seed42,synthetic,beta,separated_clusters,approx_knn_only,200000,32,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,1721,447,1,3,51.512377664003,25.11188793399924
beta-separated-n200000-d64-seed42,synthetic,beta,separated_clusters,approx_knn_only,200000,64,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,6000,447,1,1,64.5831191010002,26.086910857004117
beta-separated-n200000-d128-seed42,synthetic,beta,separated_clusters,approx_knn_only,200000,128,42.0,False,2,50,49,False,0.0,6,33334,33333,10000000,0,447,0,13823,447,1,1,82.22258807499747,25.560289587003357
beta-separated-n500000-d2-seed42,synthetic,beta,separated_clusters,approx_knn_only,500000,2,42.0,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,21,129,44,1,1,102.70505969599616,68.16992012100673
beta-separated-n500000-d10-seed42,synthetic,beta,separated_clusters,approx_knn_only,500000,10,42.0,False,2,50,49,False,0.0,6,83334,83333,25000000,0,707,3,593,27,1,1,117.299921894999,64.08274340900243
