dataset,family,distribution,structure,variant,n_samples,n_features,seed,normalized,k_min,k_max,n_k_values,connected_all_k,connected_rate,n_components,largest_component_size,smallest_component_size,n_edges,reinforcement_vertex_count,anti_hub_count,cutoff_in_degree,candidate_tie_count,selected_from_ties_degree_only,selected_from_ties_score_tie_break,score_tie_candidate_count,build_seconds,connectivity_check_seconds
beta-separated-n1000-d2-seed42,synthetic,beta,separated_clusters,approx_knn_only,1000,2,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,13,7,7,1,1,0.15865706200202112,0.12229251399912755
beta-separated-n1000-d10-seed42,synthetic,beta,separated_clusters,approx_knn_only,1000,10,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,9,6,5,1,1,0.14140723899981822,0.11248753700056113
beta-separated-n1000-d32-seed42,synthetic,beta,separated_clusters,approx_knn_only,1000,32,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,6,10,5,1,1,0.13906574299835484,0.1127081980012008
beta-separated-n1000-d64-seed42,synthetic,beta,separated_clusters,approx_knn_only,1000,64,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,6,7,4,1,1,0.15203889699841966,0.11653226100315806
beta-separated-n5000-d2-seed42,synthetic,beta,separated_clusters,approx_knn_only,5000,2,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,17,15,2,1,2,0.38088911499653477,0.5446282830016571
beta-separated-n5000-d10-seed42,synthetic,beta,separated_clusters,approx_knn_only,5000,10,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,6,31,9,1,1,0.3850003949992242,0.5356944140003179
beta-separated-n5000-d32-seed42,synthetic,beta,separated_clusters,approx_knn_only,5000,32,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,2,42,17,1,1,0.34852884499923675,0.5471385339988046
beta-separated-n5000-d64-seed42,synthetic,beta,separated_clusters,approx_knn_only,5000,64,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,1,65,22,1,1,0.37383169699751306,0.5345970199996373
beta-separated-n10000-d2-seed42,synthetic,beta,separated_clusters,approx_knn_only,10000,2,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,17,15,12,1,1,0.72614120399885,1.0688462770012848
beta-separated-n10000-d10-seed42,synthetic,beta,separated_clusters,approx_knn_only,10000,10,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,4,46,44,1,1,0.6752318340004422,1.082985078002821
beta-separated-n10000-d32-seed42,synthetic,beta,separated_clusters,approx_knn_only,10000,32,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,1,78,44,1,1,0.6375341799976013,1.0667057800019393
beta-separated-n10000-d64-seed42,synthetic,beta,separated_clusters,approx_knn_only,10000,64,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,126,100,1,1,0.6493051340003149,1.095737821997318
