benchmark_group,dataset,family,distribution,structure,n_samples,n_features,method,method_key,k_values,successful_k_values,failed_k_values,mean_ari_vs_hdbscan_generic,min_ari_vs_hdbscan_generic,mean_ari_vs_true,min_ari_vs_true,mean_hai,min_hai,mean_total_seconds,cumulative_workflow_seconds,mean_n_clusters_found
runtime,runtime-blobs-n5000-d20-c10-seed42,synthetic,gaussian_blobs,separated_clusters,5000,20,HDBSCAN,hdbscan_generic,49,49,0,1.0,1.0,1.0,1.0,1.0,1.0,1.7577300258752966,86.12877126788953,10.0
runtime,runtime-blobs-n5000-d20-c10-seed42,synthetic,gaussian_blobs,separated_clusters,5000,20,Optimized HDBSCAN,optimized_hdbscan,49,49,0,1.0,1.0,1.0,1.0,0.0821945248184895,0.0184374045023938,0.7154781041424532,35.058427102980204,10.0
runtime,runtime-blobs-n5000-d20-c10-seed42,synthetic,gaussian_blobs,separated_clusters,5000,20,ScoreSG,score_sg,49,49,0,1.0,1.0,1.0,1.0,0.9380736839795212,0.6945762711864407,19.175619663121843,33.5385622769827,10.0
runtime,runtime-blobs-n5000-d20-c10-seed42,synthetic,gaussian_blobs,separated_clusters,5000,20,ScoreSG Random,score_sg_random,49,49,0,1.0,1.0,1.0,1.0,0.9380736839795212,0.6945762711864407,2.3224914881046765,16.846790661045816,10.0
