benchmark_group,dataset,family,distribution,structure,n_samples,n_features,n_clusters_true,seed,normalized,k,k_max,reference_method,hai_definition,method,method_key,status,error,fit_seconds,extract_seconds,total_seconds,workflow_seconds_contribution,n_clusters_found,ari_vs_hdbscan_generic,ari_vs_true,hai,mst_edge_jaccard,mst_common_edges,mst_method_edges,mst_reference_edges,mst_weight_mae_common,mst_weight_rmse_common
synthetic,gaussian_sparse-separated-n5000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,5000,32,6,42,False,50,50,HDBSCAN,exact_single_linkage_pairwise_smallest_common_cluster_size_agreement,HDBSCAN,hdbscan_generic,ok,,1.704124245006824,0.0,1.704124245006824,1.704124245006824,6,1.0,1.0,1.0,1.0,4999,4999,4999,0.0,0.0
synthetic,gaussian_sparse-separated-n5000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,5000,32,6,42,False,50,50,HDBSCAN,exact_single_linkage_pairwise_smallest_common_cluster_size_agreement,Optimized HDBSCAN,optimized_hdbscan,ok,,0.6623085309984162,0.0,0.6623085309984162,0.6623085309984162,6,1.0,1.0,0.999999935776,0.11535029004908523,1034,4999,4999,7.158683703849946e-15,9.03492877420789e-15
synthetic,gaussian_sparse-separated-n5000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,5000,32,6,42,False,50,50,HDBSCAN,exact_single_linkage_pairwise_smallest_common_cluster_size_agreement,ScoreSG,score_sg,ok,,1.6077299250173382,1.0477990144863725e-05,1.607740403007483,1.607740403007483,6,1.0,1.0,0.99999962592,0.9794100178182538,4947,4999,4999,6.179628911968354e-06,0.00020608564082784544
synthetic,gaussian_sparse-separated-n5000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,5000,32,6,42,False,50,50,HDBSCAN,exact_single_linkage_pairwise_smallest_common_cluster_size_agreement,ScoreSG Random,score_sg_random,ok,,1.6047550799848977,9.960000170394778e-06,1.6047650399850681,1.6047650399850681,6,1.0,1.0,0.99999962592,0.9794100178182538,4947,4999,4999,6.179628911968354e-06,0.00020608564082784544
synthetic,gaussian_sparse-separated-n5000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,5000,32,6,42,False,49,50,HDBSCAN,exact_single_linkage_pairwise_smallest_common_cluster_size_agreement,HDBSCAN,hdbscan_generic,ok,,1.6768525459920056,0.0,1.6768525459920056,1.6768525459920056,6,1.0,1.0,1.0,1.0,4999,4999,4999,0.0,0.0
synthetic,gaussian_sparse-separated-n5000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,5000,32,6,42,False,49,50,HDBSCAN,exact_single_linkage_pairwise_smallest_common_cluster_size_agreement,Optimized HDBSCAN,optimized_hdbscan,ok,,0.6278614249895327,0.0,0.6278614249895327,0.6278614249895327,6,1.0,1.0,0.999999976192,0.11535029004908523,1034,4999,4999,7.223536190007933e-15,9.209585801215153e-15
synthetic,gaussian_sparse-separated-n5000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,5000,32,6,42,False,49,50,HDBSCAN,exact_single_linkage_pairwise_smallest_common_cluster_size_agreement,ScoreSG,score_sg,ok,,1.6077299250173382,0.27431474800687283,1.882044673024211,0.27431474800687283,6,1.0,1.0,0.999999319648,0.980978799286705,4951,4999,4999,1.3632241697608421e-05,0.000500710492625821
synthetic,gaussian_sparse-separated-n5000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,5000,32,6,42,False,49,50,HDBSCAN,exact_single_linkage_pairwise_smallest_common_cluster_size_agreement,ScoreSG Random,score_sg_random,ok,,1.6047550799848977,0.27239444601582363,1.8771495260007214,0.27239444601582363,6,1.0,1.0,0.999999319648,0.980978799286705,4951,4999,4999,1.3632241697608421e-05,0.000500710492625821
synthetic,gaussian_sparse-separated-n5000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,5000,32,6,42,False,48,50,HDBSCAN,exact_single_linkage_pairwise_smallest_common_cluster_size_agreement,HDBSCAN,hdbscan_generic,ok,,1.6833517790073529,0.0,1.6833517790073529,1.6833517790073529,6,1.0,1.0,1.0,1.0,4999,4999,4999,0.0,0.0
synthetic,gaussian_sparse-separated-n5000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,5000,32,6,42,False,48,50,HDBSCAN,exact_single_linkage_pairwise_smallest_common_cluster_size_agreement,Optimized HDBSCAN,optimized_hdbscan,ok,,0.6251557759824209,0.0,0.6251557759824209,0.6251557759824209,6,1.0,1.0,0.99999996016,0.13510445049954586,1190,4999,4999,7.553621593760604e-15,9.378371274113624e-15
